County,Date,Cases,Deaths,New,New14,Incidence14
Lehigh,2021-04-05,34763,808,93,149.57142857142858,40.6
Lehigh,2021-04-06,34875,808,112,152.28571428571428,41.4
Lehigh,2021-04-07,35027,811,152,152.14285714285714,41.3
Lehigh,2021-04-08,35172,811,145,150.35714285714286,40.8
Lehigh,2021-04-09,35312,811,140,148.85714285714286,40.4
Lehigh,2021-04-10,35521,812,209,151.71428571428572,41.2
Lehigh,2021-04-11,35690,812,169,151.57142857142858,41.2
Lehigh,2021-04-12,35778,812,88,149.78571428571428,40.7
Lehigh,2021-04-13,35858,812,80,149.92857142857142,40.7
Lehigh,2021-04-14,36115,814,257,152.42857142857142,41.4
Lehigh,2021-04-15,36257,814,142,151.92857142857142,41.3
Lehigh,2021-04-16,36417,814,160,151.78571428571428,41.2
Lehigh,2021-04-17,36598,818,181,154.35714285714286,41.9
Lehigh,2021-04-18,36728,818,130,147,39.9
Lehigh,2021-04-19,36792,820,64,144.92857142857142,39.4
Lehigh,2021-04-20,36854,820,62,141.35714285714286,38.4
Lehigh,2021-04-21,37051,823,197,144.57142857142858,39.3
Lehigh,2021-04-22,37160,824,109,142,38.6
Lehigh,2021-04-23,37317,824,157,143.21428571428572,38.9
Lehigh,2021-04-24,37474,825,157,139.5,37.9
Lehigh,2021-04-25,37649,826,175,139.92857142857142,38
Lehigh,2021-04-26,37724,826,75,139,37.8
Lehigh,2021-04-27,37782,826,58,137.42857142857142,37.3
Lehigh,2021-04-28,37871,830,89,125.42857142857143,34.1
Lehigh,2021-04-29,37969,831,98,122.28571428571429,33.2
Lehigh,2021-04-30,38090,834,121,119.5,32.5
Lehigh,2021-05-01,38309,834,219,122.21428571428571,33.2
Lehigh,2021-05-02,38413,835,104,120.35714285714286,32.7
Lehigh,2021-05-03,38474,837,61,120.14285714285714,32.6
Lehigh,2021-05-04,38516,837,42,118.71428571428571,32.3
Lehigh,2021-05-05,38610,839,94,111.35714285714286,30.3
Lehigh,2021-05-06,38682,841,72,108.71428571428571,29.5
Lehigh,2021-05-07,38741,842,59,101.71428571428571,27.6
Lehigh,2021-05-08,38866,844,125,99.42857142857143,27
Lehigh,2021-05-09,38908,844,42,89.92857142857143,24.4
Lehigh,2021-05-10,38952,844,44,87.71428571428571,23.8
Lehigh,2021-05-11,38977,844,25,85.35714285714286,23.2
Lehigh,2021-05-12,39060,846,83,84.92857142857143,23.1
Lehigh,2021-05-13,39109,846,49,81.42857142857143,22.1
Lehigh,2021-05-14,39166,847,57,76.85714285714286,20.9
Lehigh,2021-05-15,39224,847,58,65.35714285714286,17.8
Lehigh,2021-05-16,39275,849,51,61.57142857142857,16.7
Lehigh,2021-05-17,39295,850,20,58.642857142857146,15.9
Lehigh,2021-05-18,39314,850,19,57,15.5
Lehigh,2021-05-19,39363,850,49,53.785714285714285,14.6
Lehigh,2021-05-20,39392,850,29,50.714285714285715,13.8
Lehigh,2021-05-21,39464,851,72,51.642857142857146,14
Lehigh,2021-05-22,39547,851,83,48.642857142857146,13.2
Lehigh,2021-05-23,39600,851,53,49.42857142857143,13.4
Lehigh,2021-05-24,39620,851,20,47.714285714285715,13
Lehigh,2021-05-25,39640,851,20,47.357142857142854,12.9
Lehigh,2021-05-26,39670,853,30,43.57142857142857,11.8
Lehigh,2021-05-27,39699,853,29,42.142857142857146,11.4
Lehigh,2021-05-28,39737,853,38,40.785714285714285,11.1
Lehigh,2021-05-29,39764,853,27,38.57142857142857,10.5
Lehigh,2021-05-30,39781,853,17,36.142857142857146,9.8
Lehigh,2021-05-31,39794,853,13,35.642857142857146,9.7
Lehigh,2021-06-01,39811,853,17,35.5,9.6
Lehigh,2021-06-02,39818,853,7,32.5,8.8
Lehigh,2021-06-03,39826,856,8,31,8.4
Lehigh,2021-06-04,39846,856,20,27.285714285714285,7.4
Lehigh,2021-06-05,39864,858,18,22.642857142857142,6.2
Lehigh,2021-06-06,39878,858,14,19.857142857142858,5.4
Lehigh,2021-06-07,39887,858,9,19.071428571428573,5.2
Lehigh,2021-06-08,39897,858,10,18.357142857142858,5
Lehigh,2021-06-09,39920,859,23,17.857142857142858,4.9
Lehigh,2021-06-10,39929,860,9,16.428571428571427,4.5
Lehigh,2021-06-11,39938,861,9,14.357142857142858,3.9
Lehigh,2021-06-12,39954,861,16,13.571428571428571,3.7
Lehigh,2021-06-13,39961,861,7,12.857142857142858,3.5
Lehigh,2021-06-14,39965,861,4,12.214285714285714,3.3
Lehigh,2021-06-15,39974,861,9,11.642857142857142,3.2
Lehigh,2021-06-16,39986,861,12,12,3.3
Lehigh,2021-06-17,39993,861,7,11.928571428571429,3.2
Lehigh,2021-06-18,40000,861,7,11,3
Lehigh,2021-06-19,40002,861,2,9.857142857142858,2.7
Lehigh,2021-06-20,40007,861,5,9.214285714285714,2.5
Lehigh,2021-06-21,40012,861,5,8.928571428571429,2.4
Lehigh,2021-06-22,40018,861,6,8.642857142857142,2.3
Lehigh,2021-06-23,40026,861,8,7.571428571428571,2.1
Lehigh,2021-06-24,40033,861,7,7.428571428571429,2
Lehigh,2021-06-25,40042,861,9,7.428571428571429,2
Lehigh,2021-06-26,40046,861,4,6.571428571428571,1.8
Lehigh,2021-06-27,40050,861,4,6.357142857142857,1.7
Lehigh,2021-06-28,40050,861,0,6.071428571428571,1.6
Lehigh,2021-06-29,40051,861,1,5.5,1.5
Lehigh,2021-06-30,40054,861,3,4.857142857142857,1.3
Lehigh,2021-07-01,40061,861,7,4.857142857142857,1.3
Lehigh,2021-07-02,40066,861,5,4.714285714285714,1.3
Lehigh,2021-07-03,40073,861,7,5.071428571428571,1.4
Lehigh,2021-07-04,40080,862,7,5.214285714285714,1.4
Lehigh,2021-07-05,40084,862,4,5.142857142857143,1.4
Lehigh,2021-07-06,40086,862,2,4.857142857142857,1.3
Lehigh,2021-07-07,40089,862,3,4.5,1.2
Lehigh,2021-07-08,40097,863,8,4.571428571428571,1.2
Lehigh,2021-07-09,40106,863,9,4.571428571428571,1.2
Lehigh,2021-07-10,40113,863,7,4.785714285714286,1.3
Lehigh,2021-07-11,40125,863,12,5.357142857142857,1.5
Lehigh,2021-07-12,40138,863,13,6.285714285714286,1.7
Lehigh,2021-07-13,40143,863,5,6.571428571428571,1.8
Lehigh,2021-07-14,40152,863,9,7,1.9
Lehigh,2021-07-15,40166,863,14,7.5,2
Lehigh,2021-07-16,40176,864,10,7.857142857142857,2.1
Lehigh,2021-07-17,40190,864,14,8.357142857142858,2.3
Lehigh,2021-07-18,40208,864,18,9.142857142857142,2.5
Lehigh,2021-07-19,40221,864,13,9.785714285714286,2.7
Lehigh,2021-07-20,40234,864,13,10.571428571428571,2.9
Lehigh,2021-07-21,40255,864,21,11.857142857142858,3.2
Lehigh,2021-07-22,40276,865,21,12.785714285714286,3.5
Lehigh,2021-07-23,40291,865,15,13.214285714285714,3.6
Lehigh,2021-07-24,40317,865,26,14.571428571428571,4
Lehigh,2021-07-25,40339,865,22,15.285714285714286,4.2
Lehigh,2021-07-26,40357,865,18,15.642857142857142,4.2
Lehigh,2021-07-27,40371,865,14,16.285714285714285,4.4
Lehigh,2021-07-28,40392,865,21,17.142857142857142,4.7
Lehigh,2021-07-29,40412,866,20,17.571428571428573,4.8
Lehigh,2021-07-30,40445,866,33,19.214285714285715,5.2
Lehigh,2021-07-31,40483,867,38,20.928571428571427,5.7
Lehigh,2021-08-01,40512,867,29,21.714285714285715,5.9
Lehigh,2021-08-02,40538,868,26,22.642857142857142,6.2
Lehigh,2021-08-03,40564,868,26,23.571428571428573,6.4
Lehigh,2021-08-04,40614,870,50,25.642857142857142,7
Lehigh,2021-08-05,40664,871,50,27.714285714285715,7.5
Lehigh,2021-08-06,40727,871,63,31.142857142857142,8.5
Lehigh,2021-08-07,40796,871,69,34.214285714285715,9.3
Lehigh,2021-08-08,40865,872,69,37.57142857142857,10.2
Lehigh,2021-08-09,40900,872,35,38.785714285714285,10.5
Lehigh,2021-08-10,40935,872,35,40.285714285714285,10.9
Lehigh,2021-08-11,41023,872,88,45.07142857142857,12.2
Lehigh,2021-08-12,41099,873,76,49.07142857142857,13.3
Lehigh,2021-08-13,41175,873,76,52.142857142857146,14.2
Lehigh,2021-08-14,41238,874,63,53.92857142857143,14.7
Lehigh,2021-08-15,41310,874,72,57,15.5
Lehigh,2021-08-16,41368,874,58,59.285714285714285,16.1
Lehigh,2021-08-17,41439,874,71,62.5,17
Lehigh,2021-08-18,41548,874,109,66.71428571428571,18.1
Lehigh,2021-08-19,41635,875,87,69.35714285714286,18.8
Lehigh,2021-08-20,41743,875,108,72.57142857142857,19.7
Lehigh,2021-08-21,41831,875,88,73.92857142857143,20.1
Lehigh,2021-08-22,41928,875,97,75.92857142857143,20.6
Lehigh,2021-08-23,41996,875,68,78.28571428571429,21.3
Lehigh,2021-08-24,42069,875,73,81,22
Lehigh,2021-08-25,42211,875,142,84.85714285714286,23.1
Lehigh,2021-08-26,42374,878,163,91.07142857142857,24.7
Lehigh,2021-08-27,42471,879,97,92.57142857142857,25.1
Lehigh,2021-08-28,42625,879,154,99.07142857142857,26.9
Lehigh,2021-08-29,42736,880,111,101.85714285714286,27.7
Lehigh,2021-08-30,42783,880,47,101.07142857142857,27.5
Lehigh,2021-08-31,42836,880,53,99.78571428571429,27.1
Lehigh,2021-09-01,42925,880,89,98.35714285714286,26.7
Lehigh,2021-09-02,43074,880,149,102.78571428571429,27.9
Lehigh,2021-09-03,43216,883,142,105.21428571428571,28.6
Lehigh,2021-09-04,43374,883,158,110.21428571428571,29.9
Lehigh,2021-09-05,43527,883,153,114.21428571428571,31
Lehigh,2021-09-06,43601,883,74,114.64285714285714,31.1
Lehigh,2021-09-07,43661,883,60,113.71428571428571,30.9
Lehigh,2021-09-08,43700,883,39,106.35714285714286,28.9
Lehigh,2021-09-09,43799,883,99,101.78571428571429,27.7
Lehigh,2021-09-10,43980,885,181,107.78571428571429,29.3
Lehigh,2021-09-11,44155,886,175,109.28571428571429,29.7
Lehigh,2021-09-12,44319,887,164,113.07142857142857,30.7
Lehigh,2021-09-13,44390,887,71,114.78571428571429,31.2
Lehigh,2021-09-14,44464,887,74,116.28571428571429,31.6
Lehigh,2021-09-15,44580,889,116,118.21428571428571,32.1
Lehigh,2021-09-16,44690,891,110,115.42857142857143,31.4
Lehigh,2021-09-17,44833,891,143,115.5,31.4
Lehigh,2021-09-18,45009,891,176,116.78571428571429,31.7
Lehigh,2021-09-19,45123,892,114,114,31
Lehigh,2021-09-20,45221,895,98,115.71428571428571,31.4
Lehigh,2021-09-21,45300,895,79,117.07142857142857,31.8
Lehigh,2021-09-22,45433,897,133,123.78571428571429,33.6
Lehigh,2021-09-23,45562,897,129,125.92857142857143,34.2
Lehigh,2021-09-24,45709,897,147,123.5,33.6
Lehigh,2021-09-25,45834,897,125,119.92857142857143,32.6
Lehigh,2021-09-26,45955,898,121,116.85714285714286,31.7
Lehigh,2021-09-27,46024,898,69,116.71428571428571,31.7
Lehigh,2021-09-28,46071,898,47,114.78571428571429,31.2
Lehigh,2021-09-29,46160,901,89,112.85714285714286,30.7
Lehigh,2021-09-30,46248,905,88,111.28571428571429,30.2
Lehigh,2021-10-01,46373,907,125,110,29.9
Lehigh,2021-10-02,46451,910,78,103,28
Lehigh,2021-10-03,46541,910,90,101.28571428571429,27.5
Lehigh,2021-10-04,46678,911,137,104.07142857142857,28.3
Lehigh,2021-10-05,46769,911,91,104.92857142857143,28.5
Lehigh,2021-10-06,46881,912,112,103.42857142857143,28.1
Lehigh,2021-10-07,46958,914,77,99.71428571428571,27.1
Lehigh,2021-10-08,47086,914,128,98.35714285714286,26.7
Lehigh,2021-10-09,47230,915,144,99.71428571428571,27.1
Lehigh,2021-10-10,47332,915,102,98.35714285714286,26.7
Lehigh,2021-10-11,47404,915,72,98.57142857142857,26.8
Lehigh,2021-10-12,47460,915,56,99.21428571428571,27
Lehigh,2021-10-13,47562,918,102,100.14285714285714,27.2
Lehigh,2021-10-14,47620,918,58,98,26.6
Lehigh,2021-10-15,47752,922,132,98.5,26.8
Lehigh,2021-10-16,47825,922,73,98.14285714285714,26.7
Lehigh,2021-10-17,47918,922,93,98.35714285714286,26.7
Lehigh,2021-10-18,47978,922,60,92.85714285714286,25.2
Lehigh,2021-10-19,48007,924,29,88.42857142857143,24
Lehigh,2021-10-20,48080,925,73,85.64285714285714,23.3
Lehigh,2021-10-21,48151,930,71,85.21428571428571,23.1
Lehigh,2021-10-22,48247,932,96,82.92857142857143,22.5
Lehigh,2021-10-23,48346,933,99,79.71428571428571,21.7
Lehigh,2021-10-24,48426,933,80,78.14285714285714,21.2
Lehigh,2021-10-25,48480,933,54,76.85714285714286,20.9
Lehigh,2021-10-26,48531,933,51,76.5,20.8
Lehigh,2021-10-27,48588,936,57,73.28571428571429,19.9
Lehigh,2021-10-28,48651,937,63,73.64285714285714,20
Lehigh,2021-10-29,48739,937,88,70.5,19.2
Lehigh,2021-10-30,48851,938,112,73.28571428571429,19.9
Lehigh,2021-10-31,48916,938,65,71.28571428571429,19.4
Lehigh,2021-11-01,48997,939,81,72.78571428571429,19.8
Lehigh,2021-11-02,49047,939,50,74.28571428571429,20.2
Lehigh,2021-11-03,49134,939,87,75.28571428571429,20.5
Lehigh,2021-11-04,49186,943,52,73.92857142857143,20.1
Lehigh,2021-11-05,49304,944,118,75.5,20.5
Lehigh,2021-11-06,49361,945,57,72.5,19.7
Lehigh,2021-11-07,49450,946,89,73.14285714285714,19.9
Lehigh,2021-11-08,49537,946,87,75.5,20.5
Lehigh,2021-11-09,49580,947,43,74.92857142857143,20.4
Lehigh,2021-11-10,49676,947,96,77.71428571428571,21.1
Lehigh,2021-11-11,49767,950,91,79.71428571428571,21.7
Lehigh,2021-11-12,49900,951,133,82.92857142857143,22.5
Lehigh,2021-11-13,50010,951,110,82.78571428571429,22.5
Lehigh,2021-11-14,50154,953,144,88.42857142857143,24
Lehigh,2021-11-15,50264,953,110,90.5,24.6
Lehigh,2021-11-16,50329,953,65,91.57142857142857,24.9
Lehigh,2021-11-17,50486,953,157,96.57142857142857,26.2
Lehigh,2021-11-18,50662,955,176,105.42857142857143,28.6
Lehigh,2021-11-19,50839,957,177,109.64285714285714,29.8
Lehigh,2021-11-20,51023,957,184,118.71428571428571,32.3
Lehigh,2021-11-21,51176,957,153,123.28571428571429,33.5
Lehigh,2021-11-22,51318,957,142,127.21428571428571,34.6
Lehigh,2021-11-23,51454,957,136,133.85714285714286,36.4
Lehigh,2021-11-24,51670,958,216,142.42857142857142,38.7
Lehigh,2021-11-25,51852,958,182,148.92857142857142,40.5
Lehigh,2021-11-26,52025,961,173,151.78571428571428,41.2
Lehigh,2021-11-27,52272,961,247,161.57142857142858,43.9
Lehigh,2021-11-28,52411,961,139,161.21428571428572,43.8
Lehigh,2021-11-29,52620,961,209,168.28571428571428,45.7
Lehigh,2021-11-30,52782,961,162,175.21428571428572,47.6
Lehigh,2021-12-01,52965,963,183,177.07142857142858,48.1
Lehigh,2021-12-02,53173,963,208,179.35714285714286,48.7
Lehigh,2021-12-03,53487,967,314,189.14285714285714,51.4
Lehigh,2021-12-04,53771,968,284,196.28571428571428,53.3
Lehigh,2021-12-05,54159,971,388,213.07142857142858,57.9
Lehigh,2021-12-06,54391,972,232,219.5,59.6
Lehigh,2021-12-07,54625,976,234,226.5,61.5
Lehigh,2021-12-08,54835,981,210,226.07142857142858,61.4
Lehigh,2021-12-09,55038,982,203,227.57142857142858,61.8
Lehigh,2021-12-10,55238,982,200,229.5,62.3
Lehigh,2021-12-11,55725,985,487,246.64285714285714,67
Lehigh,2021-12-12,56202,991,477,270.7857142857143,73.6
Lehigh,2021-12-13,56526,991,324,279,75.8
Lehigh,2021-12-14,56795,991,269,286.64285714285717,77.9
Lehigh,2021-12-15,57085,994,290,294.2857142857143,79.9
Lehigh,2021-12-16,57358,998,273,298.92857142857144,81.2
Lehigh,2021-12-17,57650,1002,292,297.35714285714283,80.8
Lehigh,2021-12-18,57909,1002,259,295.57142857142856,80.3
Lehigh,2021-12-19,58253,1009,344,292.42857142857144,79.4
Lehigh,2021-12-20,58502,1010,249,293.64285714285717,79.8
Lehigh,2021-12-21,58738,1010,236,293.7857142857143,79.8
Lehigh,2021-12-22,58993,1012,255,297,80.7
Lehigh,2021-12-23,59271,1021,278,302.35714285714283,82.1
Lehigh,2021-12-24,59662,1029,391,316,85.8
Lehigh,2021-12-25,60027,1032,365,307.2857142857143,83.5
Lehigh,2021-12-26,60424,1032,397,301.57142857142856,81.9
Lehigh,2021-12-27,60848,1032,424,308.7142857142857,83.9
Lehigh,2021-12-28,61129,1032,281,309.57142857142856,84.1
Lehigh,2021-12-29,61824,1033,695,338.5,92
Lehigh,2021-12-30,62360,1045,536,357.2857142857143,97.1
Lehigh,2021-12-31,62899,1047,539,374.92857142857144,101.9
Lehigh,2022-01-01,63964,1047,1065,432.5,117.5
Lehigh,2022-01-02,64637,1047,673,456,123.9
Lehigh,2022-01-03,65466,1047,829,497.42857142857144,135.1
Lehigh,2022-01-04,66613,1049,1147,562.5,152.8
Lehigh,2022-01-05,67438,1054,825,603.2142857142857,163.9
Lehigh,2022-01-06,68397,1055,959,651.8571428571429,177.1
Lehigh,2022-01-07,69438,1066,1041,698.2857142857143,189.7
Lehigh,2022-01-08,70687,1071,1249,761.4285714285714,206.9
Lehigh,2022-01-09,72327,1075,1640,850.2142857142857,231
Lehigh,2022-01-10,73591,1076,1264,910.2142857142857,247.3
Lehigh,2022-01-11,75139,1077,1548,1000.7142857142857,271.9
Lehigh,2022-01-12,76767,1083,1628,1067.357142857143,290
Lehigh,2022-01-13,78188,1092,1421,1130.5714285714287,307.1
Lehigh,2022-01-14,79301,1097,1113,1171.5714285714287,318.3
Lehigh,2022-01-15,80215,1101,914,1160.7857142857142,315.3
Lehigh,2022-01-16,80779,1108,564,1153,313.2
Lehigh,2022-01-17,82120,1108,1341,1189.5714285714287,323.2
Lehigh,2022-01-18,82488,1108,368,1133.9285714285713,308
Lehigh,2022-01-19,82766,1109,278,1094.857142857143,297.4
Lehigh,2022-01-20,83194,1109,428,1056.9285714285713,287.1
Lehigh,2022-01-21,83616,1126,422,1012.7142857142857,275.1
Lehigh,2022-01-22,84113,1133,497,959,260.5
Lehigh,2022-01-23,84612,1137,499,877.5,238.4
Lehigh,2022-01-24,84946,1139,334,811.0714285714286,220.3
Lehigh,2022-01-25,85096,1139,150,711.2142857142857,193.2
Lehigh,2022-01-26,85361,1141,265,613.8571428571429,166.8
Lehigh,2022-01-27,85673,1143,312,534.6428571428571,145.2
Lehigh,2022-01-28,86118,1152,445,486.92857142857144,132.3
Lehigh,2022-01-29,86489,1155,371,448.14285714285717,121.7
Lehigh,2022-01-30,86662,1160,173,420.2142857142857,114.2
Lehigh,2022-01-31,86820,1161,158,335.7142857142857,91.2
Lehigh,2022-02-01,86931,1161,111,317.35714285714283,86.2
Lehigh,2022-02-02,87011,1166,80,303.2142857142857,82.4
Lehigh,2022-02-03,87174,1170,163,284.2857142857143,77.2
Lehigh,2022-02-04,87337,1177,163,265.7857142857143,72.2
Lehigh,2022-02-05,87510,1178,173,242.64285714285714,65.9
Lehigh,2022-02-06,87690,1181,180,219.85714285714286,59.7
Lehigh,2022-02-07,87771,1181,81,201.78571428571428,54.8
Lehigh,2022-02-08,88015,1182,244,208.5,56.6
Lehigh,2022-02-09,87805,1185,-210,174.57142857142858,47.4
Lehigh,2022-02-10,87898,1189,93,158.92857142857142,43.2
Lehigh,2022-02-11,88000,1193,102,134.42857142857142,36.5
Lehigh,2022-02-12,88101,1195,101,115.14285714285714,31.3
Lehigh,2022-02-13,88195,1196,94,109.5,29.7
Lehigh,2022-02-14,88227,1196,32,100.5,27.3
Lehigh,2022-02-15,88266,1198,39,95.35714285714286,25.9
Lehigh,2022-02-16,88309,1205,43,92.71428571428571,25.2
Lehigh,2022-02-17,88350,1209,41,84,22.8
Lehigh,2022-02-18,88420,1210,70,77.35714285714286,21
Lehigh,2022-02-19,88461,1211,41,67.92857142857143,18.5
Lehigh,2022-02-20,88560,1211,99,62.142857142857146,16.9
Lehigh,2022-02-21,88584,1212,24,58.07142857142857,15.8
Lehigh,2022-02-22,88584,1212,0,40.642857142857146,11
Lehigh,2022-02-23,88625,1212,41,58.57142857142857,15.9
Lehigh,2022-02-24,88651,1212,26,53.785714285714285,14.6
Lehigh,2022-02-25,88686,1214,35,49,13.3
Lehigh,2022-02-26,88721,1217,35,44.285714285714285,12
Lehigh,2022-02-27,88749,1218,28,39.57142857142857,10.8
Lehigh,2022-02-28,88760,1218,11,38.07142857142857,10.3
Lehigh,2022-03-01,88773,1218,13,36.214285714285715,9.8
Lehigh,2022-03-02,88793,1224,20,34.57142857142857,9.4
Lehigh,2022-03-03,88812,1226,19,33,9
Lehigh,2022-03-04,88836,1227,24,29.714285714285715,8.1
Lehigh,2022-03-05,88861,1227,25,28.571428571428573,7.8
Lehigh,2022-03-06,88875,1227,14,22.5,6.1
Lehigh,2022-03-07,88886,1227,11,21.571428571428573,5.9
Lehigh,2022-03-08,88899,1227,13,22.5,6.1
Lehigh,2022-03-09,88919,1228,20,21,5.7
Lehigh,2022-03-10,88933,1228,14,20.142857142857142,5.5
Lehigh,2022-03-11,88960,1228,27,19.571428571428573,5.3
Lehigh,2022-03-12,88974,1228,14,18.071428571428573,4.9
Lehigh,2022-03-13,88994,1228,20,17.5,4.8
Lehigh,2022-03-14,89002,1228,8,17.285714285714285,4.7
Lehigh,2022-03-15,89009,1228,7,16.857142857142858,4.6
Lehigh,2022-03-16,89016,1228,7,15.928571428571429,4.3
Lehigh,2022-03-17,89030,1228,14,15.571428571428571,4.2
Lehigh,2022-03-18,89049,1229,19,15.214285714285714,4.1
Lehigh,2022-03-19,89064,1229,15,14.5,3.9
Lehigh,2022-03-20,89076,1229,12,14.357142857142858,3.9
Lehigh,2022-03-21,89083,1229,7,14.071428571428571,3.8
Lehigh,2022-03-22,89090,1229,7,13.642857142857142,3.7
Lehigh,2022-03-23,89095,1229,5,12.571428571428571,3.4
Lehigh,2022-03-24,89107,1230,12,12.428571428571429,3.4
Lehigh,2022-03-25,89138,1230,31,12.714285714285714,3.5
Lehigh,2022-03-26,89159,1230,21,13.214285714285714,3.6
Lehigh,2022-03-27,89175,1230,16,12.928571428571429,3.5
Lehigh,2022-03-28,89179,1230,4,12.642857142857142,3.4
Lehigh,2022-03-29,89190,1230,11,12.928571428571429,3.5
Lehigh,2022-03-30,89209,1230,19,13.785714285714286,3.7
Lehigh,2022-03-31,89223,1232,14,13.785714285714286,3.7
Lehigh,2022-04-01,89251,1232,28,14.428571428571429,3.9
Lehigh,2022-04-02,89280,1233,29,15.428571428571429,4.2
Lehigh,2022-04-03,89297,1234,17,15.785714285714286,4.3
Lehigh,2022-04-04,89297,1234,0,15.285714285714286,4.2
Lehigh,2022-04-05,89321,1234,24,16.5,4.5
Northampton,2020-01-23,0,0,0,0,0
Northampton,2020-01-24,0,0,0,0,0
Northampton,2020-01-25,0,0,0,0,0
Northampton,2020-01-26,0,0,0,0,0
Northampton,2020-01-27,0,0,0,0,0
Northampton,2020-01-28,0,0,0,0,0
Northampton,2020-01-29,0,0,0,0,0
Northampton,2020-01-30,0,0,0,0,0
Northampton,2020-01-31,0,0,0,0,0
Northampton,2020-02-01,0,0,0,0,0
Northampton,2020-02-02,0,0,0,0,0
Northampton,2020-02-03,0,0,0,0,0
Northampton,2020-02-04,0,0,0,0,0
Northampton,2020-02-05,0,0,0,0,0
Northampton,2020-02-06,0,0,0,0,0
Northampton,2020-02-07,0,0,0,0,0
Northampton,2020-02-08,0,0,0,0,0
Northampton,2020-02-09,0,0,0,0,0
Northampton,2020-02-10,0,0,0,0,0
Northampton,2020-02-11,0,0,0,0,0
Northampton,2020-02-12,0,0,0,0,0
Northampton,2020-02-13,0,0,0,0,0
Northampton,2020-02-14,0,0,0,0,0
Northampton,2020-02-15,0,0,0,0,0
Northampton,2020-02-16,0,0,0,0,0
Northampton,2020-02-17,0,0,0,0,0
Northampton,2020-02-18,0,0,0,0,0
Northampton,2020-02-19,0,0,0,0,0
Northampton,2020-02-20,0,0,0,0,0
Northampton,2020-02-21,0,0,0,0,0
Northampton,2020-02-22,0,0,0,0,0
Northampton,2020-02-23,0,0,0,0,0
Northampton,2020-02-24,0,0,0,0,0
Northampton,2020-02-25,0,0,0,0,0
Northampton,2020-02-26,0,0,0,0,0
Northampton,2020-02-27,0,0,0,0,0
Northampton,2020-02-28,0,0,0,0,0
Northampton,2020-02-29,0,0,0,0,0
Northampton,2020-03-01,0,0,0,0,0
Northampton,2020-03-02,0,0,0,0,0
Northampton,2020-03-03,0,0,0,0,0
Northampton,2020-03-04,0,0,0,0,0
Northampton,2020-03-05,0,0,0,0,0
Northampton,2020-03-06,0,0,0,0,0
Northampton,2020-03-07,0,0,0,0,0
Northampton,2020-03-08,0,0,0,0,0
Northampton,2020-03-09,0,0,0,0,0
Northampton,2020-03-10,0,0,0,0,0
Northampton,2020-03-11,0,0,0,0,0
Northampton,2020-03-12,0,0,0,0,0
Northampton,2020-03-13,1,0,1,0.07142857142857142,0
Northampton,2020-03-14,1,0,0,0.07142857142857142,0
Northampton,2020-03-15,1,0,0,0.07142857142857142,0
Northampton,2020-03-16,1,0,0,0.07142857142857142,0
Northampton,2020-03-17,1,0,0,0.07142857142857142,0
Northampton,2020-03-18,1,0,0,0.07142857142857142,0
